attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,other_info_string,start_time,venue
"27,652']",Minnesota Twins,0,7,2,https://www.baseball-reference.com/boxes/DET/DET201605170.shtml,"Tuesday, May 17, 2016",,: 2:55,"Night Game, on grass",Detroit Tigers,0,10,7,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jeff Nelson, 1B - Ben May, 2B - Cory Blaser, 3B - Doug Eddings.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 27,652.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 57&deg; F, Wind 1mph out to Centerfield, Cloudy.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Comerica Park
"13,095']",Cincinnati Reds,0,5,1,https://www.baseball-reference.com/boxes/CLE/CLE201605170.shtml,"Tuesday, May 17, 2016",,: 3:19,"Night Game, on grass",Cleveland Indians,0,17,13,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mike Everitt, 1B - Tim Timmons, 2B - Ryan Blakney, 3B - Paul Emmel.</div><div><strong>Time of Game:</strong> 3:19.</div>
<div><strong>Attendance:</strong> 13,095.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 57&deg; F, Wind 6mph in from Centerfield, Cloudy.</div>

    </div>

-->",Start Time: 6:10 p.m. Local,: Progressive Field
"13,481']",Houston Astros,0,11,6,https://www.baseball-reference.com/boxes/CHA/CHA201605170.shtml,"Tuesday, May 17, 2016",,: 3:54,"Night Game, on grass",Chicago White Sox,2,11,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Tony Randazzo, 1B - Dan Bellino, 2B - Adam Hamari, 3B - Tom Hallion.</div><div><strong>Time of Game:</strong> 3:54.</div>
<div><strong>Attendance:</strong> 13,481.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 52&deg; F, Wind 16mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: U.S. Cellular Field
"14,477']",Seattle Mariners,1,12,10,https://www.baseball-reference.com/boxes/BAL/BAL201605170.shtml,"Tuesday, May 17, 2016",,: 2:41,"Night Game, on grass",Baltimore Orioles,1,2,0,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Gerry Davis, 1B - Rob Drake, 2B - Carlos Torres, 3B - Sam Holbrook.</div><div><strong>Time of Game:</strong> 2:41.</div>
<div><strong>Attendance:</strong> 14,477.</div>
<div><strong>Field Condition:</strong> Wet.</div>
<div><strong>Start Time Weather:</strong> 54&deg; F, Wind 3mph out to Leftfield, Rain.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Oriole Park at Camden Yards
"30,913']",New York Yankees,2,6,3,https://www.baseball-reference.com/boxes/ARI/ARI201605170.shtml,"Tuesday, May 17, 2016",,: 2:47,"Night Game, on grass",Arizona Diamondbacks,0,10,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Fieldin Culbreth, 1B - Jim Reynolds, 2B - Nic Lentz, 3B - CB Bucknor.</div><div><strong>Time of Game:</strong> 2:47.</div>
<div><strong>Attendance:</strong> 30,913.</div>
<div><strong>Start Time Weather:</strong> 75&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 6:40 p.m. Local,: Chase Field
"26,516']",Tampa Bay Rays,0,17,13,https://www.baseball-reference.com/boxes/TOR/TOR201605160.shtml,"Monday, May 16, 2016",,: 2:54,"Night Game, on turf",Toronto Blue Jays,1,8,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mike Winters, 1B - Mark Wegner, 2B - Marty Foster, 3B - Mike Muchlinski.</div><div><strong>Time of Game:</strong> 2:54.</div>
<div><strong>Attendance:</strong> 26,516.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Rogers Centre
"16,905']",Atlanta Braves,0,9,5,https://www.baseball-reference.com/boxes/PIT/PIT201605160.shtml,"Monday, May 16, 2016",,: 2:55,"Night Game, on grass",Pittsburgh Pirates,1,14,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jerry Meals, 1B - Ron Kulpa, 2B - Paul Nauert, 3B - Chris Conroy.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 16,905.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 62&deg; F, Wind 10mph out to Leftfield, Cloudy.</div>

    </div>

-->",Start Time: 7:09 p.m. Local,: PNC Park
"28,348']",Miami Marlins,1,10,5,https://www.baseball-reference.com/boxes/PHI/PHI201605160.shtml,"Monday, May 16, 2016",,: 3:07,"Night Game, on grass",Philadelphia Phillies,1,10,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Andy Fletcher, 1B - Toby Basner, 2B - Mark Ripperger, 3B - Joe West.</div><div><strong>Time of Game:</strong> 3:07.</div>
<div><strong>Attendance:</strong> 28,348.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 64&deg; F, Wind 11mph from Left to Right, Cloudy.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Citizens Bank Park
"10,068']",Texas Rangers,1,4,1,https://www.baseball-reference.com/boxes/OAK/OAK201605160.shtml,"Monday, May 16, 2016",,: 2:28,"Night Game, on grass",Oakland Athletics,0,4,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Gabe Morales, 1B - Scott Barry, 2B - Jerry Layne, 3B - Hunter Wendelstedt.</div><div><strong>Time of Game:</strong> 2:28.</div>
<div><strong>Attendance:</strong> 10,068.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 65&deg; F, Wind 12mph out to Rightfield, Sunny.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Oakland-Alameda County Coliseum
"39,583']",Los Angeles Angels of Anaheim,1,12,7,https://www.baseball-reference.com/boxes/LAN/LAN201605160.shtml,"Monday, May 16, 2016",,: 4:00,"Night Game, on grass",Los Angeles Dodgers,0,9,6,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jordan Baker, 1B - Greg Gibson, 2B - Ed Hickox, 3B - Mike Estabrook.</div><div><strong>Time of Game:</strong> 4:00.</div>
<div><strong>Attendance:</strong> 39,583.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 6mph out to Rightfield, Sunny.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Dodger Stadium
"25,925']",Minnesota Twins,0,11,8,https://www.baseball-reference.com/boxes/DET/DET201605160.shtml,"Monday, May 16, 2016",,: 2:48,"Night Game, on grass",Detroit Tigers,3,14,10,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Doug Eddings, 1B - Jeff Nelson, 2B - Ben May, 3B - Cory Blaser.</div><div><strong>Time of Game:</strong> 2:48.</div>
<div><strong>Attendance:</strong> 25,925.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 60&deg; F, Wind 15mph from Right to Left.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Comerica Park
"12,184']",Cincinnati Reds,2,12,6,https://www.baseball-reference.com/boxes/CLE/CLE201605160.shtml,"Monday, May 16, 2016",,: 3:13,"Night Game, on grass",Cleveland Indians,1,19,15,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Paul Emmel, 1B - Mike Everitt, 2B - Tim Timmons, 3B - Ryan Blakney.</div><div><strong>Time of Game:</strong> 3:13.</div>
<div><strong>Attendance:</strong> 12,184.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 64&deg; F, Wind 16mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 6:10 p.m. Local,: Progressive Field
"32,718']",New York Yankees,2,8,2,https://www.baseball-reference.com/boxes/ARI/ARI201605160.shtml,"Monday, May 16, 2016",,: 3:00,"Night Game, on grass",Arizona Diamondbacks,1,15,12,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - CB Bucknor, 1B - Fieldin Culbreth, 2B - Jim Reynolds, 3B - Nic Lentz.</div><div><strong>Time of Game:</strong> 3:00.</div>
<div><strong>Attendance:</strong> 32,718.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 90&deg; F, Wind 9mph in from Leftfield, Sunny.</div>

    </div>

-->",Start Time: 6:50 p.m. Local,: Chase Field
"36,786']",Miami Marlins,1,9,5,https://www.baseball-reference.com/boxes/WAS/WAS201605150.shtml,"Sunday, May 15, 2016",,: 3:03,"Day Game, on grass",Washington Nationals,2,7,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Alfonso Marquez, 1B - Chris Guccione, 2B - David Rackley, 3B - Larry Vanover.</div><div><strong>Time of Game:</strong> 3:03.</div>
<div><strong>Attendance:</strong> 36,786.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 59&deg; F, Wind 21mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 1:35 p.m. Local,: Nationals Park
"41,327']",Toronto Blue Jays,0,12,6,https://www.baseball-reference.com/boxes/TEX/TEX201605150.shtml,"Sunday, May 15, 2016",,: 3:29,"Day Game, on grass",Texas Rangers,1,9,7,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Dan Iassogna, 1B - Dale Scott, 2B - Bob Davidson, 3B - Lance Barrett.</div><div><strong>Time of Game:</strong> 3:29.</div>
<div><strong>Attendance:</strong> 41,327.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 9mph in from Centerfield, Overcast.</div>

    </div>

-->",Start Time: 2:08 p.m. Local,: Globe Life Park in Arlington
"19,545']",Oakland Athletics,1,12,7,https://www.baseball-reference.com/boxes/TBA/TBA201605150.shtml,"Sunday, May 15, 2016",,: 3:05,"Day Game, on turf",Tampa Bay Rays,0,6,6,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Ryan Blakney, 1B - Mike DiMuro, 2B - Brian Gorman, 3B - Mark Carlson.</div><div><strong>Time of Game:</strong> 3:05.</div>
<div><strong>Attendance:</strong> 19,545.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 1:10 p.m. Local,: Tropicana Field
"40,852']",Los Angeles Angels of Anaheim,0,9,3,https://www.baseball-reference.com/boxes/SEA/SEA201605150.shtml,"Sunday, May 15, 2016",,: 2:55,"Day Game, on grass",Seattle Mariners,0,2,0,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mark Ripperger, 1B - Fieldin Culbreth, 2B - Jim Reynolds, 3B - Nic Lentz.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 40,852.</div>
<div><strong>Start Time Weather:</strong> 57&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 1:10 p.m. Local,: Safeco Field
"41,979']",Chicago White Sox,2,12,5,https://www.baseball-reference.com/boxes/NYA/NYA201605150.shtml,"Sunday, May 15, 2016",,: 3:36,"Day Game, on grass",New York Yankees,0,10,7,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Clint Fagan, 1B - Mike Winters, 2B - Marty Foster, 3B - Mike Muchlinski.</div><div><strong>Time of Game:</strong> 3:36.</div>
<div><strong>Attendance:</strong> 41,979.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 55&deg; F, Wind 16mph out to Leftfield.</div>

    </div>

-->",Start Time: 1:09 p.m. Local,: Yankee Stadium III
"26,306']",San Diego Padres,0,7,2,https://www.baseball-reference.com/boxes/MIL/MIL201605150.shtml,"Sunday, May 15, 2016",,: 2:46,"Day Game, on grass",Milwaukee Brewers,0,11,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Ben May, 1B - Jeff Nelson, 2B - Laz Diaz, 3B - Manny Gonzalez.</div><div><strong>Time of Game:</strong> 2:46.</div>
<div><strong>Attendance:</strong> 26,306.</div>
<div><strong>Start Time Weather:</strong> 67&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 1:11 p.m. Local,: Miller Park
"51,350']",St. Louis Cardinals,0,7,5,https://www.baseball-reference.com/boxes/LAN/LAN201605150.shtml,"Sunday, May 15, 2016",,: 3:00,"Night Game, on grass",Los Angeles Dodgers,0,6,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Tom Hallion, 1B - Tony Randazzo, 2B - Dan Bellino, 3B - Adam Hamari.</div><div><strong>Time of Game:</strong> 3:00.</div>
<div><strong>Attendance:</strong> 51,350.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 10mph out to Centerfield, Cloudy.</div>

    </div>

-->",Start Time: 5:09 p.m. Local,: Dodger Stadium
"33,861']",Atlanta Braves,0,10,2,https://www.baseball-reference.com/boxes/KCA/KCA201605150.shtml,"Sunday, May 15, 2016",,: 4:16,"Day Game, on grass",Kansas City Royals,1,12,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mike Estabrook, 1B - Jordan Baker, 2B - Greg Gibson, 3B - Ed Hickox.</div><div><strong>Time of Game:</strong> 4:16.</div>
<div><strong>Attendance:</strong> 33,861.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 66&deg; F, Wind 3mph from Left to Right, Cloudy.</div>

    </div>

-->",Start Time: 1:18 p.m. Local,: Kauffman Stadium
"36,901']",New York Mets,0,8,3,https://www.baseball-reference.com/boxes/COL/COL201605150.shtml,"Sunday, May 15, 2016",,: 2:32,"Day Game, on grass",Colorado Rockies,0,6,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Cory Blaser, 1B - Gerry Davis, 2B - Rob Drake, 3B - Carlos Torres.</div><div><strong>Time of Game:</strong> 2:32.</div>
<div><strong>Attendance:</strong> 36,901.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 53&deg; F, Wind 5mph in from Centerfield.</div>

    </div>

-->",Start Time: 2:11 p.m. Local,: Coors Field
"13,236']",Minnesota Twins,0,7,5,https://www.baseball-reference.com/boxes/CLE/CLE201605150.shtml,"Sunday, May 15, 2016",,: 2:39,"Day Game, on grass",Cleveland Indians,1,9,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Sean Barber, 1B - Will Little, 2B - Ted Barrett, 3B - Angel Hernandez.</div><div><strong>Time of Game:</strong> 2:39.</div>
<div><strong>Attendance:</strong> 13,236.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 45&deg; F, Wind 20mph from Left to Right.</div>

    </div>

-->",Start Time: 1:11 p.m. Local,: Progressive Field
"40,814']",Pittsburgh Pirates,0,5,2,https://www.baseball-reference.com/boxes/CHN/CHN201605150.shtml,"Sunday, May 15, 2016",,: 2:55,"Day Game, on grass",Chicago Cubs,0,4,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Todd Tichenor, 1B - Bill Welke, 2B - Pat Hoberg, 3B - Brian Knight.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 40,814.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 45&deg; F, Wind 11mph in from Rightfield, Sunny.</div>

    </div>

-->",Start Time: 1:20 p.m. Local,: Wrigley Field
"35,736']",Houston Astros,2,8,9,https://www.baseball-reference.com/boxes/BOS/BOS201605150.shtml,"Sunday, May 15, 2016",,: 3:40,"Day Game, on grass",Boston Red Sox,3,14,10,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Joe West, 1B - Kerwin Danley, 2B - Andy Fletcher, 3B - Toby Basner.</div><div><strong>Time of Game:</strong> 3:40.</div>
<div><strong>Attendance:</strong> 35,736.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 58&deg; F, Wind 25mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 1:34 p.m. Local,: Fenway Park
"37,890']",Detroit Tigers,1,13,6,https://www.baseball-reference.com/boxes/BAL/BAL201605150.shtml,"Sunday, May 15, 2016",,: 3:38,"Day Game, on grass",Baltimore Orioles,0,7,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jeff Kellogg, 1B - Mark Wegner, 2B - Alan Porter, 3B - John Tumpane.</div><div><strong>Time of Game:</strong> 3:38.</div>
<div><strong>Attendance:</strong> 37,890.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 54&deg; F, Wind 7mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 1:38 p.m. Local,: Oriole Park at Camden Yards
"25,007']",San Francisco Giants,1,4,2,https://www.baseball-reference.com/boxes/ARI/ARI201605150.shtml,"Sunday, May 15, 2016",,: 3:00,"Day Game, on grass",Arizona Diamondbacks,0,8,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Hunter Wendelstedt, 1B - Gabe Morales, 2B - Tripp Gibson, 3B - Jerry Layne.</div><div><strong>Time of Game:</strong> 3:00.</div>
<div><strong>Attendance:</strong> 25,007.</div>
<div><strong>Start Time Weather:</strong> 74&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 1:10 p.m. Local,: Chase Field
"30,019']",Miami Marlins,0,11,7,https://www.baseball-reference.com/boxes/WAS/WAS201605142.shtml,"Saturday, May 14, 2016",,: 2:55,"Night Game, on grass",Washington Nationals,0,5,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Larry Vanover, 1B - Alfonso Marquez, 2B - Chris Guccione, 3B - Roberto Ortiz.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 30,019.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 62&deg; F, Wind 7mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 7:05 p.m. Local,: Nationals Park
"28,634']",Miami Marlins,3,8,4,https://www.baseball-reference.com/boxes/WAS/WAS201605141.shtml,"Saturday, May 14, 2016",,: 3:22,"Day Game, on grass",Washington Nationals,1,9,6,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - David Rackley, 1B - Roberto Ortiz, 2B - Alfonso Marquez, 3B - Chris Guccione.</div><div><strong>Time of Game:</strong> 3:22.</div>
<div><strong>Attendance:</strong> 28,634.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 13mph out to Centerfield.</div>

    </div>

-->",Start Time: 1:07 p.m. Local,: Nationals Park
